G1	G2	G3	G4	G5	G6	GNPSLinkout_Cluster	GNPSLinkout_Network	INCHI	LibraryID	MQScore	RTConsensus	RTMean	RTStdErr	Smiles	SpectrumID	SumPeakIntensity	UniqueFileSourcesCount	cluster index	componentindex	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d0173288f0194aa381d5dc03b93915bd&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1328.0","main.cluster index_upperinput":"1328.0"}	This Node is a Singleton	N/A	N/A	N/A	3.2455	3.2455	0	N/A	N/A	2712950.974297208	16	1328	-1	16	311.1826	1	311.1826	2712950.974297208
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d0173288f0194aa381d5dc03b93915bd&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1329.0","main.cluster index_upperinput":"1329.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=251&task=d0173288f0194aa381d5dc03b93915bd&show=true	N/A	N/A	N/A	2.6467	2.6467	0	N/A	N/A	2618458.425138102	11	1329	251	11	303.0869	1	303.0869	2618458.425138102
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d0173288f0194aa381d5dc03b93915bd&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1330.0","main.cluster index_upperinput":"1330.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=260&task=d0173288f0194aa381d5dc03b93915bd&show=true	N/A	N/A	N/A	3.0119	3.0119	0	N/A	N/A	3427842.378188781	5	1330	260	5	695.1609	1	695.1609	3427842.378188781
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d0173288f0194aa381d5dc03b93915bd&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1331.0","main.cluster index_upperinput":"1331.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=15&task=d0173288f0194aa381d5dc03b93915bd&show=true	InChI=1S/C30H54O4/c1-23(15-11-17-25(3)19-21-27(31)29(5,6)33)13-9-10-14-24(2)16-12-18-26(4)20-22-28(32)30(7,8)34/h13-14,17-18,27-28,31-34H,9-12,15-16,19-22H2,1-8H3/t27-,28-/m0/s1	(6E,10E,14E,18E)-2,6,10,15,19,23-hexamethyltetracosa-6,10,14,18-tetraene-2,3,22,23-tetrol	0.808791	9.9547	9.9547	0	CC(C)(C(CC/C(/C)=C/CC/C(/C)=C/CC/C=C(\C)/CC/C=C(\C)/CCC(C(C)(C)O)O)O)O	CCMSLIB00005724536	2753926.1456912495	14	1331	15	14	443.3886	1	443.3886	2753926.1456912495
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d0173288f0194aa381d5dc03b93915bd&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1332.0","main.cluster index_upperinput":"1332.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=256&task=d0173288f0194aa381d5dc03b93915bd&show=true	N/A	N/A	N/A	9.5104	9.5104	0	N/A	N/A	12206240.930284955	27	1332	256	27	392.3730	1	392.3730	12206240.930284955
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d0173288f0194aa381d5dc03b93915bd&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1333.0","main.cluster index_upperinput":"1333.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=133&task=d0173288f0194aa381d5dc03b93915bd&show=true	N/A	Spectral Match to Procyanidin B2 from NIST14	0.894584	2.0869	2.0869	0	N/A	CCMSLIB00003139020	13334117.538444418	18	1333	133	18	579.1500	1	579.1500	13334117.538444418
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d0173288f0194aa381d5dc03b93915bd&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1334.0","main.cluster index_upperinput":"1334.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=32&task=d0173288f0194aa381d5dc03b93915bd&show=true	N/A	N/A	N/A	3.7638	3.7638	0	N/A	N/A	63241221.360483944	24	1334	32	24	389.1589	1	389.1589	63241221.360483944
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d0173288f0194aa381d5dc03b93915bd&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1335.0","main.cluster index_upperinput":"1335.0"}	This Node is a Singleton	N/A	N/A	N/A	9.2136	9.2136	0	N/A	N/A	2470701.1480089994	27	1335	-1	27	356.3161	1	356.3161	2470701.1480089994
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d0173288f0194aa381d5dc03b93915bd&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1336.0","main.cluster index_upperinput":"1336.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=19&task=d0173288f0194aa381d5dc03b93915bd&show=true	InChI=1S/C18H32O5/c1-2-3-7-11-16(20)17(21)14-13-15(19)10-8-5-4-6-9-12-18(22)23/h3,7,13-17,19-21H,2,4-6,8-12H2,1H3,(H,22,23)	(10E,15E)-9,12,13-trihydroxyoctadeca-10,15-dienoic acid	0.84099	6.2973	6.2973	0	CC/C=C/CC(C(/C=C/C(CCCCCCCC(O)=O)O)O)O	CCMSLIB00005724863	7487541.508578865	27	1336	19	27	293.2107	1	293.2107	7487541.508578865
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d0173288f0194aa381d5dc03b93915bd&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1337.0","main.cluster index_upperinput":"1337.0"}	This Node is a Singleton	N/A	N/A	N/A	8.6744	8.6744	0	N/A	N/A	1049757.3905994804	3	1337	-1	3	404.3744	1	404.3744	1049757.3905994804
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d0173288f0194aa381d5dc03b93915bd&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1338.0","main.cluster index_upperinput":"1338.0"}	This Node is a Singleton	N/A	N/A	N/A	10.4286	10.4286	0	N/A	N/A	4082805.5421075188	10	1338	-1	10	989.5811	1	989.5811	4082805.5421075188
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d0173288f0194aa381d5dc03b93915bd&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1339.0","main.cluster index_upperinput":"1339.0"}	This Node is a Singleton	N/A	N/A	N/A	4.0295	4.0295	0	N/A	N/A	1119303.546122097	8	1339	-1	8	495.1471	1	495.1471	1119303.546122097
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d0173288f0194aa381d5dc03b93915bd&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1340.0","main.cluster index_upperinput":"1340.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=96&task=d0173288f0194aa381d5dc03b93915bd&show=true	N/A	N/A	N/A	6.3911	6.3911	0	N/A	N/A	5063019.516213632	4	1340	96	4	672.3756	1	672.3756	5063019.516213632
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d0173288f0194aa381d5dc03b93915bd&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1341.0","main.cluster index_upperinput":"1341.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=210&task=d0173288f0194aa381d5dc03b93915bd&show=true	N/A	N/A	N/A	2.5347	2.5347	0	N/A	N/A	7387656.34490287	22	1341	210	22	373.1838	1	373.1838	7387656.34490287
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d0173288f0194aa381d5dc03b93915bd&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1342.0","main.cluster index_upperinput":"1342.0"}	This Node is a Singleton	N/A	N/A	N/A	7.5233	7.5233	0	N/A	N/A	1927739.2045411314	23	1342	-1	23	370.2953	1	370.2953	1927739.2045411314
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d0173288f0194aa381d5dc03b93915bd&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1343.0","main.cluster index_upperinput":"1343.0"}	This Node is a Singleton	N/A	N/A	N/A	3.6848	3.6848	0	N/A	N/A	945122.5739262517	6	1343	-1	6	439.1209	1	439.1209	945122.5739262517
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d0173288f0194aa381d5dc03b93915bd&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1344.0","main.cluster index_upperinput":"1344.0"}	This Node is a Singleton	N/A	N/A	N/A	8.4381	8.4381	0	N/A	N/A	2042741.0878259682	17	1344	-1	17	486.3807	1	486.3807	2042741.0878259682
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d0173288f0194aa381d5dc03b93915bd&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1345.0","main.cluster index_upperinput":"1345.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=95&task=d0173288f0194aa381d5dc03b93915bd&show=true	N/A	N/A	N/A	10.4390	10.4390	0	N/A	N/A	2899258.732191846	27	1345	95	27	429.4053	1	429.4053	2899258.732191846
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d0173288f0194aa381d5dc03b93915bd&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1346.0","main.cluster index_upperinput":"1346.0"}	This Node is a Singleton	N/A	N/A	N/A	6.4383	6.4383	0	N/A	N/A	1151797.607980094	3	1346	-1	3	602.3334	1	602.3334	1151797.607980094
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d0173288f0194aa381d5dc03b93915bd&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1347.0","main.cluster index_upperinput":"1347.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=303&task=d0173288f0194aa381d5dc03b93915bd&show=true	N/A	N/A	N/A	1.3735	1.3735	0	N/A	N/A	11424906.406251743	23	1347	303	23	399.1263	1	399.1263	11424906.406251743
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d0173288f0194aa381d5dc03b93915bd&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1348.0","main.cluster index_upperinput":"1348.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=715&task=d0173288f0194aa381d5dc03b93915bd&show=true	N/A	N/A	N/A	6.3820	6.3820	0	N/A	N/A	4569149.384506992	27	1348	715	27	356.2797	1	356.2797	4569149.384506992
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d0173288f0194aa381d5dc03b93915bd&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1349.0","main.cluster index_upperinput":"1349.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=998&task=d0173288f0194aa381d5dc03b93915bd&show=true	N/A	N/A	N/A	6.4709	6.4709	0	N/A	N/A	2612951.6181119517	8	1349	998	8	415.2913	1	415.2913	2612951.6181119517
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d0173288f0194aa381d5dc03b93915bd&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1350.0","main.cluster index_upperinput":"1350.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=11&task=d0173288f0194aa381d5dc03b93915bd&show=true	N/A	N/A	N/A	5.6087	5.6087	0	N/A	N/A	3879322.6319734673	10	1350	11	10	333.2433	1	333.2433	3879322.6319734673
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d0173288f0194aa381d5dc03b93915bd&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1351.0","main.cluster index_upperinput":"1351.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=50&task=d0173288f0194aa381d5dc03b93915bd&show=true	N/A	N/A	N/A	4.0312	4.0312	0	N/A	N/A	8425572.532490505	14	1351	50	14	432.2581	1	432.2581	8425572.532490505
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d0173288f0194aa381d5dc03b93915bd&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1352.0","main.cluster index_upperinput":"1352.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=60&task=d0173288f0194aa381d5dc03b93915bd&show=true	N/A	N/A	N/A	5.5247	5.5247	0	N/A	N/A	11160789.224690137	4	1352	60	4	548.3222	1	548.3222	11160789.224690137
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d0173288f0194aa381d5dc03b93915bd&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1353.0","main.cluster index_upperinput":"1353.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=221&task=d0173288f0194aa381d5dc03b93915bd&show=true	N/A	N/A	N/A	2.6399	2.6399	0	N/A	N/A	13237081.582848279	25	1353	221	25	147.0441	1	147.0441	13237081.582848279
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d0173288f0194aa381d5dc03b93915bd&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1354.0","main.cluster index_upperinput":"1354.0"}	This Node is a Singleton	N/A	N/A	N/A	7.9378	7.9378	0	N/A	N/A	7592837.614625327	27	1354	-1	27	223.0966	1	223.0966	7592837.614625327
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d0173288f0194aa381d5dc03b93915bd&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1355.0","main.cluster index_upperinput":"1355.0"}	This Node is a Singleton	N/A	N/A	N/A	6.9181	6.9181	0	N/A	N/A	1077399.7576079424	3	1355	-1	3	657.3628	1	657.3628	1077399.7576079424
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d0173288f0194aa381d5dc03b93915bd&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1356.0","main.cluster index_upperinput":"1356.0"}	This Node is a Singleton	N/A	N/A	N/A	10.4696	10.4696	0	N/A	N/A	1225983.7444476625	5	1356	-1	5	1105.7174	1	1105.7174	1225983.7444476625
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d0173288f0194aa381d5dc03b93915bd&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1357.0","main.cluster index_upperinput":"1357.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=133&task=d0173288f0194aa381d5dc03b93915bd&show=true	N/A	N/A	N/A	2.9883	2.9883	0	N/A	N/A	49616004.03197317	8	1357	133	8	547.1603	1	547.1603	49616004.03197317
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d0173288f0194aa381d5dc03b93915bd&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1358.0","main.cluster index_upperinput":"1358.0"}	This Node is a Singleton	N/A	N/A	N/A	8.9105	8.9105	0	N/A	N/A	1499414.059692176	26	1358	-1	26	939.7011	2	470.3505	1499414.059692176
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d0173288f0194aa381d5dc03b93915bd&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1359.0","main.cluster index_upperinput":"1359.0"}	This Node is a Singleton	N/A	N/A	N/A	2.0089	2.0089	0	N/A	N/A	1451524.551105602	12	1359	-1	12	251.1023	1	251.1023	1451524.551105602
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d0173288f0194aa381d5dc03b93915bd&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1360.0","main.cluster index_upperinput":"1360.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=224&task=d0173288f0194aa381d5dc03b93915bd&show=true	N/A	N/A	N/A	3.7363	3.7363	0	N/A	N/A	3082976.5140716573	19	1360	224	19	295.1883	1	295.1883	3082976.5140716573
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d0173288f0194aa381d5dc03b93915bd&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1361.0","main.cluster index_upperinput":"1361.0"}	This Node is a Singleton	 	Sambacin	0.836269	2.9476	2.9476	0	 	CCMSLIB00005467720	25429275.897738136	23	1361	-1	23	563.2098	1	563.2098	25429275.897738136
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d0173288f0194aa381d5dc03b93915bd&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1362.0","main.cluster index_upperinput":"1362.0"}	This Node is a Singleton	N/A	N/A	N/A	2.0550	2.0550	0	N/A	N/A	3061329.543754799	7	1362	-1	7	450.1281	1	450.1281	3061329.543754799
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d0173288f0194aa381d5dc03b93915bd&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1363.0","main.cluster index_upperinput":"1363.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=500&task=d0173288f0194aa381d5dc03b93915bd&show=true	N/A	N/A	N/A	4.4033	4.4033	0	N/A	N/A	20004453.146505147	27	1363	500	27	212.1645	1	212.1645	20004453.146505147
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d0173288f0194aa381d5dc03b93915bd&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1364.0","main.cluster index_upperinput":"1364.0"}	This Node is a Singleton	N/A	N/A	N/A	5.3995	5.3995	0	N/A	N/A	2038727.1608053357	22	1364	-1	22	329.2322	1	329.2322	2038727.1608053357
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d0173288f0194aa381d5dc03b93915bd&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1365.0","main.cluster index_upperinput":"1365.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=19&task=d0173288f0194aa381d5dc03b93915bd&show=true	InChI=1S/C20H34O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22-4-2/h7-12H,3-6,13-19H2,1-2H3/b8-7+,10-9-,12-11-	Spectral Match to 9Z,11E,13E-Octadecatrienoic acid ethyl ester from NIST14	0.839859	9.0009	9.0009	0	CCCC/C=C/C=C\C=C/CCCCCCCC(=O)OCC	CCMSLIB00003139412	3806693.1442872183	27	1365	19	27	307.2636	1	307.2636	3806693.1442872183
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d0173288f0194aa381d5dc03b93915bd&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1366.0","main.cluster index_upperinput":"1366.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=26&task=d0173288f0194aa381d5dc03b93915bd&show=true	N/A	N/A	N/A	2.2281	2.2281	0	N/A	N/A	1993073.7892419081	19	1366	26	19	391.1573	1	391.1573	1993073.7892419081
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d0173288f0194aa381d5dc03b93915bd&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1367.0","main.cluster index_upperinput":"1367.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=45&task=d0173288f0194aa381d5dc03b93915bd&show=true	N/A	N/A	N/A	7.1304	7.1304	0	N/A	N/A	5187925.23232203	27	1367	45	27	207.1746	1	207.1746	5187925.23232203
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d0173288f0194aa381d5dc03b93915bd&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1368.0","main.cluster index_upperinput":"1368.0"}	This Node is a Singleton	N/A	N/A	N/A	6.6760	6.6760	0	N/A	N/A	3189847.7337151826	11	1368	-1	11	378.2647	1	378.2647	3189847.7337151826
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d0173288f0194aa381d5dc03b93915bd&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1369.0","main.cluster index_upperinput":"1369.0"}	This Node is a Singleton	N/A	N/A	N/A	1.7460	1.7460	0	N/A	N/A	6093162.905152509	24	1369	-1	24	242.0999	1	242.0999	6093162.905152509
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d0173288f0194aa381d5dc03b93915bd&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1370.0","main.cluster index_upperinput":"1370.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=202&task=d0173288f0194aa381d5dc03b93915bd&show=true	N/A	N/A	N/A	6.7478	6.7478	0	N/A	N/A	2419127.3897553836	4	1370	202	4	586.4161	1	586.4161	2419127.3897553836
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d0173288f0194aa381d5dc03b93915bd&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1371.0","main.cluster index_upperinput":"1371.0"}	This Node is a Singleton	N/A	N/A	N/A	5.5867	5.5867	0	N/A	N/A	23557935.93821268	27	1371	-1	27	300.2169	1	300.2169	23557935.93821268
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d0173288f0194aa381d5dc03b93915bd&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1372.0","main.cluster index_upperinput":"1372.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=17&task=d0173288f0194aa381d5dc03b93915bd&show=true	N/A	N/A	N/A	0.7803	0.7803	0	N/A	N/A	20916131.82385004	20	1372	17	20	247.1766	1	247.1766	20916131.82385004
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d0173288f0194aa381d5dc03b93915bd&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1373.0","main.cluster index_upperinput":"1373.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=700&task=d0173288f0194aa381d5dc03b93915bd&show=true	N/A	N/A	N/A	3.2947	3.2947	0	N/A	N/A	1231361.4905357445	9	1373	700	9	266.1021	1	266.1021	1231361.4905357445
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d0173288f0194aa381d5dc03b93915bd&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1374.0","main.cluster index_upperinput":"1374.0"}	This Node is a Singleton	N/A	N/A	N/A	0.6252	0.6252	0	N/A	N/A	36600766.18377794	23	1374	-1	23	228.1077	1	228.1077	36600766.18377794
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d0173288f0194aa381d5dc03b93915bd&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1375.0","main.cluster index_upperinput":"1375.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=95&task=d0173288f0194aa381d5dc03b93915bd&show=true	1S/C9H11NO2/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8H,6,10H2,(H,11,12)	Massbank:CE000284 Phenylalanine	0.923366	2.0400	2.0400	0	C1=CC=C(C=C1)CC(C(=O)O)N	CCMSLIB00000205819	7379834.370783265	26	1375	95	26	166.0863	1	166.0863	7379834.370783265
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d0173288f0194aa381d5dc03b93915bd&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1376.0","main.cluster index_upperinput":"1376.0"}	This Node is a Singleton	N/A	N/A	N/A	6.8076	6.8076	0	N/A	N/A	2277821.295252245	7	1376	-1	7	583.2890	1	583.2890	2277821.295252245
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d0173288f0194aa381d5dc03b93915bd&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1377.0","main.cluster index_upperinput":"1377.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=146&task=d0173288f0194aa381d5dc03b93915bd&show=true	N/A	N/A	N/A	5.5868	5.5868	0	N/A	N/A	20686872.964735147	27	1377	146	27	272.1855	1	272.1855	20686872.964735147
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d0173288f0194aa381d5dc03b93915bd&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1378.0","main.cluster index_upperinput":"1378.0"}	This Node is a Singleton	N/A	N/A	N/A	5.1937	5.1937	0	N/A	N/A	688887.334535374	7	1378	-1	7	564.3376	1	564.3376	688887.334535374
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d0173288f0194aa381d5dc03b93915bd&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1379.0","main.cluster index_upperinput":"1379.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=2&task=d0173288f0194aa381d5dc03b93915bd&show=true	N/A	N/A	N/A	0.6576	0.6576	0	N/A	N/A	8771040.93067379	20	1379	2	20	262.1285	1	262.1285	8771040.93067379
