row ID,row m/z,row retention time,20230323T141609Z_ED_QC_anacardia.mzML Peak area,20230323T141609Z_ED_QC_anacardia_20230324155859.mzML Peak area,20230323T141609Z_ED_STG-01-01C_20230324164641.mzML Peak area,20230323T141609Z_ED_STG-01-02C_20230324170235.mzML Peak area,20230323T141609Z_ED_STG-01-03C_20230324171828.mzML Peak area,20230323T141609Z_ED_STG-01-04C.mzML Peak area,20230323T141609Z_ED_STG-01-05C.mzML Peak area,20230323T141609Z_ED_STG-01-06C.mzML Peak area,20230323T141609Z_ED_STG-01-07C.mzML Peak area,20230323T141609Z_ED_STG-01-08C.mzML Peak area,20230323T141609Z_ED_STG-01-09C.mzML Peak area,20230323T141609Z_ED_STG-01-10C.mzML Peak area,20230323T141609Z_ED_STG-01-11C.mzML Peak area,20230323T141609Z_ED_STG-01-12C.mzML Peak area,20230323T141609Z_ED_STG-01-13C.mzML Peak area,20230323T141609Z_ED_STG-01-14C.mzML Peak area,20230323T141609Z_ED_STG-01-15C.mzML Peak area,20230323T141609Z_ED_STG-01-16C.mzML Peak area,20230323T141609Z_ED_STG-01-17C.mzML Peak area,20230323T141609Z_ED_STG-01-18C.mzML Peak area,20230323T141609Z_ED_STG-01-19C.mzML Peak area,20230323T141609Z_ED_STG-01-20C.mzML Peak area,20230323T141609Z_ED_STG-01-21C.mzML Peak area,20230323T141609Z_ED_STG-01-22C.mzML Peak area,20230323T141609Z_ED_blank1_20230324121613.mzML Peak area,20230323T141609Z_ED_blank1_20230324152037.mzML Peak area,20230323T141609Z_ED_blank1_20230325045643.mzML Peak area,
1041,355.10207303395583,2.378153545833333,435438.903928312,1139617.8617629646,1999.627471584878,6839.505434809541,47097.51985025519,8993602.066610679,238459.59223057682,886205.9371878251,353836.82982580137,26907.85272855768,8286.007616490275,206512.3734808328,50326.14964470933,16721.32630528774,1372177.4696752303,262909.79433351493,962563.6791789812,332781.5269804587,86834.30745267225,15923.948362253608,55956.324199430914,1.4746516371647684E7,434631.1465931791,1284070.070134965,0,0,0,
1042,680.327138264974,5.4051436,268314.0353109645,754714.0989899299,0,0,0,0,0,0,0,0,0,0,0,0,0,1414908.15652788,0,0,0,0,0,0,0,0,0,0,0,
1043,153.05492877960205,2.306384525,171917.76251663707,500802.3717898576,35994.553250745215,6015.630498399211,43972.653514481666,73643.14996634796,1107.75266085058,0,55612.1807267184,36157.35455391857,280907.8686399664,12482.308245374905,58658.856060781996,103869.49747713239,38782.28665475765,1508922.7175270892,14080.022251613058,10438.299945625464,49153.071484524255,7337.733002431762,2367.193630289008,75885.95558263751,11027.307766751936,2318.3727305068014,14348.442889671414,0,0,
1044,771.5042637416294,8.807040885714287,12050.406792714952,24200.678574973746,94839.35475931407,0,0,0,0,0,31663.463313041684,0,0,19366.031409153744,0,0,55131.173419939856,0,0,0,592324.0267555196,0,0,0,0,0,0,0,0,
1045,239.16395399478625,5.412181022222223,126697.8172495563,341068.96423351247,13000.394960677253,11628.739526216401,14332.313639727301,5217.301124537997,15259.783113080659,17469.33093462852,11024.910231769056,5204.291319712107,10773.929587466782,82303.5806848046,24016.535207415316,14159.183270115725,42570.1046111532,1699766.2228768968,36236.81304915125,11917.17378790604,40102.68693647445,1849.3251506588358,4907.754732323852,21996.08197104649,9652.097163569826,16474.441971393215,38043.764399598,6184.874904562559,4110.579142852101,
1046,551.1036049983542,3.247051857142857,235791.39905225922,687059.6411920552,0,0,0,0,0,0,1.4318658548571512E7,122602.97513427449,0,0,0,0,923.370377759065,0,1135.2930168002295,0,1406123.8588818805,0,0,0,0,0,0,0,0,
1047,370.29546497486257,8.420612003703704,423142.1333799271,3080669.594431872,188257.1664485469,250511.37243254395,304872.14376683574,216910.28996666564,241063.1469008253,179910.93075617097,200293.3910295357,177192.3234143412,192620.2638349433,219111.16408050637,203562.8019103401,249102.075979601,249796.65184939123,382459.56207262597,448778.1406264836,418080.23236052913,193120.48027411825,163446.2668534095,171362.6401180663,382620.58798964985,176234.17913844873,187436.129438413,977878.1785861253,236994.51542900997,173185.54798053735,
1048,266.21144256635284,4.76387336,25754.817830875432,81880.68666432616,0,0,0,0,0,0,0,0,0,0,0,0,0,75290.80013409736,0,0,0,0,0,1191959.7821082545,0,0,1477.3674505802733,0,0,
1049,442.00398635934835,0.6333574583333333,124135.64902275644,290972.48410339863,0,0,0,1782330.570521831,0,0,0,0,0,0,0,0,326196.7841651605,0,0,599324.6402955961,0,0,0,4898335.195783301,0,0,0,0,0,
1050,311.2579066939207,8.245686369230771,91661.421955886,161516.7085895605,143725.32980612965,9816.408582402577,18031.092588100866,553608.7553563345,24285.398484201363,23989.257178861822,464950.1053212645,15565.441480113353,15315.064539839688,53731.42586389535,7313.879092131553,9399.206928442536,436128.6791879883,70559.72856189884,39640.74793115904,36108.87751132082,2033805.4364172253,44083.73275698578,23562.127256482105,520945.5511189093,26917.450555125095,12243.16369121048,50015.21437296882,4401.597029839755,0,
1051,449.14402313249974,3.9861244200000003,11874.125215561451,40682.36054362818,0,0,0,0,0,0,115654.21603231679,309630.0902056234,564961.5077897318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1052,337.235531842462,6.662455637037037,58791.72104737147,143983.89401902747,29349.00933249024,29693.562174060295,34547.135116163314,26282.14738859557,25401.01083268551,229341.2544692099,40024.96623192482,32636.649890570923,33089.53532847691,86498.04272859606,27769.168499802086,28025.696416940875,102487.23282821584,442021.8953449328,493778.76573272847,190406.30262615386,17072.801332681876,22467.66496573697,23434.585789355722,39432.81836456839,25950.234358535152,27485.717513254294,137242.09121702166,27627.77490546466,23484.912330861927,
1053,259.2380054616151,4.885504692592592,220339.81809782982,282661.3103222653,280887.4173555114,233735.94176146662,270620.97882737126,394983.34305018006,257356.2915094017,275437.8528936752,242832.96974243774,327375.377195808,331420.6789846678,264275.0348261883,231928.02447432055,317279.2303004637,240163.60334053374,183462.12063031844,325879.6948792523,321200.1006518483,305962.3405307386,248295.1466810245,231297.5793128032,305222.30318788794,244365.6420953881,261251.67067870384,2147150.5979607627,537964.4672049164,321046.2407374448,
1054,354.2120071411133,3.2186214,14751.617484213531,32887.95351989933,6631.639719815946,6366.178281495905,99575.32550335898,59559.5142099723,18030.49354895936,15296.87503409331,26665.384762406236,0,0,51082.176798638364,9283.617302387744,7189.435323477439,31855.630770182554,0,390717.13830536755,49182.211169516115,23355.428436961003,0,1454.8235675830238,55483.998138486204,43560.61560452736,14678.817442535075,0,0,0,
1055,478.35313263124846,5.7894193,116786.4126511984,350018.9888902181,0,0,0,0,0,0,0,0,0,0,0,0,4563.697455997357,983090.946573823,1880.100683519429,0,0,0,0,0,0,0,0,0,0,
1056,325.2735525062744,8.916212200000002,69825.9653466085,181283.90794932822,3994.122292937088,4703.674688493384,10973.084426471985,4712.644108720634,7911.282231210968,9392.572064882559,3710.44741004492,4151.306154248688,5204.683864576857,32962.237479526644,3268.8586496213047,12240.445619207563,11175.646635578523,661536.1773271457,112419.79171762995,42842.17056286866,3966.0339118142733,1608.4050498755678,5407.268733630798,15712.004596262535,5381.669487413193,13858.695465002436,20202.65064940705,5658.45582129991,2721.7020221836133,
1057,299.11066246105196,3.0314652562499997,103038.19301685791,197930.28694123068,183903.4874351957,565.8842264714342,2532.771735883323,20114.5481882463,0,1132.4918881830883,40357.67295483436,0,0,10611.476296107521,1266.8304601530278,0,3039855.596335795,102382.22862945673,6219.085675331963,8827.143033185255,144408.5398422014,0,0,3658.7323243299943,0,0,0,0,0,
1058,285.0759900414594,7.791680183333334,7770.099242327465,20161.103767735985,0,0,0,0,0,0,24893.073135669314,35541.58210964319,496976.5301019155,0,0,2670.0627127195885,0,0,0,0,0,0,0,0,0,0,0,0,0,
1059,403.23282990632237,8.592028674074076,198123.28227118403,526269.6451995572,233671.79121235563,273136.10943668766,692393.6586737485,251463.81681497308,292872.21656495804,331557.91523215413,462016.4279126799,215411.6868200524,251209.733489265,445410.6781037438,299341.0418314871,282056.18092996685,338058.72877415596,1028850.5938567783,361791.28772530006,502838.53364984907,891762.8712033451,232420.4411702143,265615.4104958978,345304.92521378555,415116.9740084965,263820.30294675723,998362.3816593065,113212.74135560203,201246.45629024575,
1060,351.25337106272667,5.95137644074074,43438.53913917382,100987.85612504897,44944.38985764951,3208.255621542485,5132.63592586825,5699.383705561534,1937.6500103551298,4999.597693256324,43928.01513602674,1950.9605894955844,6177.005949582397,75991.2351736874,7178.551196734881,15196.416618103147,70583.2984817654,169280.25515044745,14149.676004859548,24691.54418733834,842038.4575499261,1947.5508507055497,542.8172937469566,16983.207560080908,992.9164560299846,3531.1245241413453,8671.626340323934,2219.8850477556416,1444.466950353461,
1061,298.237652705442,4.298043496153846,191029.1795827058,522840.9513763847,13189.450812150115,4246.058311658911,110844.22656736553,4882.837126842855,5985.880384699161,31527.163187500566,9543.307557009319,14715.751743288643,14308.033216403188,1188972.2019333777,65957.27756917066,285565.9941228914,60232.887492807844,1537342.0565635418,192950.76125434635,39439.6672160829,15332.236717400225,525.3463399493482,0,398619.85474754043,79458.41714943912,378987.5398195288,18242.34063393454,5716.699410661522,4315.752738676805,
1062,359.11054958035726,2.8113704727272726,24071.337629449685,51286.64855392184,27004.159803779337,0,3786.6067926993496,0,1181.8875644472662,7463.844703034308,27868.46950039463,77453.4153648395,79788.1784174282,49692.6305373853,7582.041774752965,43371.53179351775,16320.21859140857,39302.13556305114,90259.56059742758,1089672.9568544417,1420.6993542348628,1469.5145617012827,1126.4537845313175,5361.805939891023,5201.2860743826195,4686.074352770569,0,0,0,
1063,498.12425537109374,2.5794696999999998,61713.02843240086,206596.32698772536,0,0,0,0,0,0,4514062.422513523,18069.01995114584,31261.437663082645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1064,412.21777725219727,3.5319452125,101327.44803083043,277817.2081967907,1060.9691509731724,46103.08363002245,44336.98866224859,10251.879304236198,18362.245377763276,79669.72714810327,0,0,0,0,7152.129158756888,9595.87730317682,864110.9325945287,928430.3017213888,224796.2840438819,119701.31332619203,0,0,0,121279.9950985658,0,70135.38646906393,0,0,0,
1065,557.2386271158854,6.7467245,202110.10607640748,449461.11706366384,0,0,0,0,0,0,0,0,0,0,0,0,0,7190679.944414893,0,0,0,0,0,0,0,0,0,0,0,
1066,403.28237533712934,8.227223614285714,176902.99826021283,307861.1029965043,0,0,0,6431.588861920677,1419.2028280216864,0,24990.8556140789,0,0,4145.248615211509,0,632.430254094053,751.7845554806886,41376.99015552318,0,0,1.270773214776141E7,24693.537336033914,3905.655339853496,10425.342779489894,0,1098.2895820732765,0,0,0,
1067,309.1310116577835,2.983970124,71203.4264118564,163656.98867661902,22870.9109782779,39780.491828844584,188125.38571266228,3514.8728660520565,40476.97331448518,272810.50544102537,31206.516700704626,261900.2652813991,1642.2413793779206,85234.42050938109,143212.1166279782,116940.54633807373,15691.259427618317,232708.31371185306,584837.3044420998,59894.71725620905,19818.290076233032,221816.85983370314,497762.97672473226,0,63211.03180088266,22755.812089680385,755.8695663398576,563.1838424176034,0,
1068,808.447998046875,7.5465867,346607.69838259736,1045719.8509724148,0,0,0,0,0,0,0,0,0,0,0,0,0,833122.6313005266,0,0,0,0,0,0,0,0,0,0,0,
1069,843.1616363525391,2.34283865,0,25789.787603255627,0,0,0,0,0,0,0,0,0,399882.17593471974,573214.6966266561,88450.63043809497,0,0,0,0,0,0,0,0,0,0,0,0,0,
1070,261.1310080069987,2.05726465925926,622792.1685586026,1059693.0918097303,1139108.8566723438,1598829.9875332373,1115333.0002287023,774663.2894841447,1186221.7987408931,1042717.5601703575,1316287.8659398158,992000.046962364,968578.5323445443,1215579.6053152203,750902.5678378007,1346814.4462768007,1292746.1416703104,1148807.2885463024,1191798.154516935,541864.2197496329,790603.6176303568,1139359.0278517432,1666766.2200788246,493443.0379736462,907319.0209108933,1246185.4540571522,681383.0659231304,834805.0641598132,665345.1274255794,
1071,324.2898225056516,7.309206565384615,76472.08446038615,220168.80912854124,23449.910143161662,8098.240089867058,30048.414528551442,313385.02910695807,20860.597906714036,75031.45485420105,187706.31215814388,16749.063853044798,4262.4486992175025,63757.04261446421,3834.9206350591567,14468.653568968175,222326.40960531525,0,7612.893117571721,488525.0075696555,77772.04927122881,2040.6445641292316,2752.0013542572856,3699667.8297610073,63108.470899269385,42828.26435201478,1723.4374982271534,729.2729628603521,822.6077435749958,
1072,302.19618846787347,4.8098795111111095,75807.30352100777,256487.17492795465,69196.25627235393,5525.079565033962,4333.3673630705525,14920.54678664934,5096.185348654391,13232.01064640638,273296.12598916533,8947.244221110332,14011.20974813346,2020534.602795992,16897.445286912585,20543.53245878892,247535.55405872926,339764.1855963566,342429.7905582756,100369.95828815535,452467.2921112705,1428.42373023733,3419.144671659612,64490.65287613453,4266.344534043856,6048.313348258834,20712.375680143352,3463.006195748969,6022.252920640937,
1073,405.15245247055054,2.3434988312500007,15577.636355400899,56375.11681059068,34097.22853999822,4434.225766287653,0,53588.751632459775,0,79954.26732173469,22824.895040584044,0,0,240157.63376141872,2366130.5413258304,115254.62225174872,55760.809877695996,2635.813659373489,0,2494.3995086293435,72532.51252882827,0,0,8630.789359406304,4919.400700382811,0,0,0,0,
1074,153.018188113258,3.387937390476191,146919.6580344525,307799.43511776574,849082.1715103365,118461.23469438871,245813.73442921313,14651.515546053997,250148.41063352954,370063.4924140399,0,942.655953511319,2031.5808111020729,5092033.800116807,260560.93234273003,199191.39111142754,43624.33046513327,0,44882.66114797864,11931.16479899421,96106.61378684892,44314.007942313154,46354.33011286656,0,115028.70000891786,107322.01860811545,0,0,0,
1075,622.3580993652344,5.53472854,199696.4018278522,511636.35898743034,0,0,0,0,0,0,0,0,0,0,0,0,18113.46508354494,1911302.7456336778,4425.183473939289,0,0,0,0,0,0,0,0,0,0,
1076,422.28953247070314,5.078748559999999,106056.52700865746,301173.43055269617,0,0,0,0,0,0,0,0,0,14495.62108927236,0,0,4925.801548120226,1275592.5286426204,0,0,0,0,0,0,0,0,0,0,0,
1077,564.3013022294725,3.8291686285714293,3366.4465739999323,25161.007418832865,0,0,0,0,0,0,0,0,0,0,112963.67560952353,507974.0457640945,1412.0150726931347,18139.828181985646,0,0,0,0,0,25995.231396758583,0,0,0,0,0,
1078,601.118151856842,3.1233085600000003,37776.84934033897,113398.42148900876,35362.41643901807,0,2042.9033530795464,0,0,0,0,0,0,0,0,0,0,0,0,0,3890963.575273843,0,0,0,0,0,0,0,0,
1079,333.20409082580005,6.311179370370372,124475.63631424843,437675.1068821713,368819.3509448366,20116.51769237274,74079.38433962948,18760.719722558206,10662.728436201482,24897.314227550472,352418.13219153817,14848.966565716102,33729.409590701274,2201558.265776714,81192.91832962616,109205.79797031969,111756.66603841708,486822.02043141896,87475.9915549501,33919.05751469547,3705779.316321678,8844.99518765892,14909.589411395145,26884.571962314018,8254.26881567137,20819.223852827072,35194.681956949884,734.7948158517465,1770.4426895778004,
1080,408.3106201188812,6.9157441199999985,1324397.9451223933,4324471.771825141,1815.1391518828204,0,2949.6756040714904,0,0,0,44519.18910292523,0,0,4631.773069877838,0,0,52848.855610737155,9068366.320164574,54907.44015402643,13283.860358002026,9594.229949918818,0,0,2897.6494811569673,0,1837.631888849193,7569.508197969022,0,2890.3968439753794,
1081,574.336903889974,6.174538233333333,66998.83275544152,225077.6925279362,0,0,0,0,0,0,0,0,0,0,0,0,0,529718.091160709,0,0,0,0,0,0,0,0,0,0,0,
1082,365.2683242802582,8.79969652,149322.3364141215,425091.824161796,0,578.92820812582,7579.266637879225,890.7984079651981,0,0,0,0,0,4821.697711098054,0,0,14906.738745537647,962697.2085983473,10418.615765761982,2876.1410302433405,0,0,0,0,0,0,0,0,0,
1083,402.1910400390625,4.4664131,5403.931738108095,10286.137125884587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26321.163893885543,440723.0346061744,0,0,0,0,0,0,0,0,0,
1084,347.2952982590485,9.708730986666668,11108.040620791948,19597.38293349164,0,0,11201.40741279551,3446.8928493400826,0,7619.7911828028045,9528.364979319495,0,769.4137318389525,2440.7511792186383,1638.3978401406207,0,5491.081972714513,6487.674236096882,0,0,517699.374362273,0,0,648.2745356572697,0,0,1306.8782728031636,0,2621.6848571558357,
1085,479.41017151101687,8.63289036,278124.7276086163,905364.918857463,0,0,0,0,0,675.3166840123273,0,0,0,0,0,0,8395.889566735956,1149361.3009573002,0,0,0,0,0,0,0,0,0,0,0,
1086,369.0948867798669,2.02551685,0,65310.965055272456,8420.06332530472,8151.792052662658,1520.8802731524488,0,0,14813.85125091006,4932.768324902336,0,0,14147.198899261559,5708.518513869247,5617.254682549795,0,0,2140.557704534923,0,46836.46499970658,274053.81420125137,980067.2141342786,0,6274.025640820265,0,0,0,0,
1087,548.193000793457,3.482686325,86799.15275424329,214279.35018194528,0,0,0,0,0,0,0,1983646.3525404914,2747536.2876133732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1088,399.2907180798849,7.7615610833333335,139130.98440154202,394219.38673408306,0,0,0,0,0,0,4576.9407802177375,0,0,1592.2973874185088,0,0,1808.8266224355673,1180123.004897728,0,0,0,0,0,0,0,0,0,0,0,
1089,427.24635315076193,6.404510916666666,254842.20148960064,728882.6598658608,0,0,0,0,0,0,0,0,0,48630.333979751515,0,0,14813.48230884733,2030717.8968707577,5896.105440391951,0,0,0,0,0,0,0,0,0,0,
1090,422.20199458206815,2.4652813750000004,166158.4324165335,588305.533601833,0,0,0,5464.572853261071,11236.322224674055,0,0,0,0,7451.040055713747,0,1489.493238241666,571851.4205030223,324910.96561053226,3041667.7003625343,1597240.1942877728,11791.903160657117,0,0,41394.16502238298,0,0,0,0,0,
1091,217.158733792199,4.633941644444445,591202.7335994996,1747768.728662769,35056.14273290855,6590.250814101165,26914.731508798963,10641.055242494385,3594.654191212665,16763.41205760943,26404.497538937994,1667.604349161689,3597.2245864951437,211526.7133185823,82823.03042949043,76978.12210969614,109838.41814855857,4526837.956345567,93681.9653745167,32251.25382009917,46197.810323351914,941.6128385490999,2589.3033025781756,82246.9343987072,13814.296248492143,144253.06072998824,6452.30178989541,3997.776166248358,4556.933602089033,
1092,515.3007609049479,6.970407533333334,215879.9697951075,627865.7060762823,0,0,0,0,0,0,0,0,0,0,0,0,0,534231.1733849125,0,0,0,0,0,0,0,0,0,0,0,
1093,351.2530143047957,5.433138263636365,57164.108276553095,113235.76588124044,28514.78634661634,0,0,0,0,0,18256.299638815162,0,0,40941.68569421806,1116.0842716678094,0,48623.73848058127,275474.542757973,2696.6741262539977,0,482816.6256812165,0,0,2671.950348655548,0,0,0,0,0,
1094,579.293206533432,7.687718329166667,204647.1689173554,497407.8021118381,58116.22771264603,24261.620179399648,54873.77258512776,275616.70811489713,35642.50415621445,91505.78604981939,143237.61640718768,137094.3623234945,50071.9211864964,157460.55027509187,95089.17668366608,57271.11974185011,989142.4836805351,99436.1053640332,102317.11899490864,2952110.362400333,142344.49251640338,28499.989499945077,41919.358094096446,350227.34257425,59274.668441740345,48028.76029253594,0,0,0,
1095,211.1326209174262,5.023734588888889,61053.691865003355,147047.54965347942,76030.55660532683,37320.14808905594,51793.99752963847,34662.33229605186,32365.617527501803,23005.95617376715,105990.99001964564,25750.374224312724,32250.676335062293,477990.87237049395,47370.086152095784,62694.48799318652,125790.87130809149,257870.42695448792,125455.86101577106,52031.15280573722,615145.7211944931,24076.048092632536,23304.86045112427,90235.13671970295,28893.45150296328,47915.49945190419,100019.80372384623,32727.15534739901,21707.98576676972,
1096,196.09681606292725,3.8093627,2598.9231210247785,24846.093909251853,0,0,0,129700.57644735277,0,2532.843433721243,22369.33828201096,0,0,0,0,0,35730.58083292517,0,0,0,25018.076547863388,0,0,577477.99120234,0,0,0,0,0,
1097,426.3578970778547,8.312883014285713,49286.28975392793,102976.27972241829,0,0,0,0,0,0,2965.821147038648,0,0,1527.8789999919331,0,0,0,99777.21609928795,0,0,1024816.1611394857,0,0,2790.333042747512,0,0,0,0,0,
1098,601.1533432013321,3.913336725,0,6714.206353331621,0,0,0,4625.733345399256,0,0,0,116260.89186551089,580379.0988649478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1099,839.2000935872396,2.2606763,0,0,0,0,0,0,0,0,0,0,0,654480.2620362676,35010.106297693375,1298.4484028496404,0,0,0,0,0,0,0,0,0,0,0,0,0,
1100,593.1841343470982,2.8644515,5521.652124133341,27414.50729015096,55184.09544303919,76769.0070055395,433935.06889627635,0,25670.925502544065,80088.9458893056,0,0,0,1868.3652630790943,0,19219.698305815433,0,0,6690.069421634001,0,0,78442.01404573352,12751.31720911822,0,17601.302892434687,33874.997394649,0,0,0,
1101,467.1945131093259,6.337824833333333,285262.3811221835,526496.0591998007,10500.686220741227,5459.723332019757,84820.94177037693,7416.789936539068,0,547609.5267554865,4606.192483647946,0,33275.79214974915,16019.097163214246,0,6897.941288974408,83339.79651272921,16799.943005033034,1.0797460038273538E7,257258.22993924585,4911.542380393955,0,0,70915.86515712064,0,0,0,0,8446.99392859654,
1102,469.2035708973864,3.8838161888888885,0,18653.22704606833,2757.274639656741,0,0,0,13466.529609047058,1794.1693906852988,0,0,0,523119.34797973116,20853.973125462897,4948.417518076927,2312.3296940756454,0,0,0,0,0,0,9089.907406813472,0,0,0,0,0,
1103,278.1959536519298,3.8924033666666666,19603.494829206906,59070.94540241246,12979.587774452546,9369.750113545111,30839.449682218048,53521.415650119714,18433.570984743073,51304.657331112176,21961.295506034083,11856.377984257962,26719.586826220904,23858.199351151943,11700.054488481524,34840.39627527371,43693.70981282026,163349.1723840672,445104.8370722418,71680.49345131905,21806.795481942045,5183.578245103963,2618.3611153747606,80776.56156060664,12054.673981973025,16789.016945479958,5564.561062882305,718.0122874511618,2736.7208361225703,
1104,205.19532705290405,8.058421025925925,801491.0005761238,1535317.7411363875,105505.67117888991,25220.91465835867,40861.43441782057,8434.66969381901,19909.45378259645,22205.96446275068,16598.397769961404,10124.655938073662,11389.218966442095,38024.61963803276,21192.79224617942,23556.083903000388,72384.98894066396,2264934.620507781,48282.24089557422,37094.37452318593,75755.13602174161,6969.710094120078,5717.7232117211015,45618.514093720885,7672.106361363356,14250.268125202318,96038.61824476732,9973.592091028799,19229.266824330327,
1105,628.5000124330874,9.491130066666667,808747.0341516358,2080724.2824420212,765247.6903056764,798766.1950547696,767171.8829808491,795533.4519076572,782220.1495480385,786073.1758558723,767438.7294668418,783355.6676205843,799106.7404701094,744123.9267128977,756967.1291179297,762688.959594998,809299.3659553729,661251.2255603066,780508.6007821993,774281.4819620681,739435.3873671406,778650.7863287115,821264.4131709794,752838.1995742924,797492.5201219387,786735.459799008,2715953.813097542,982376.6920781157,740966.3430204545,
1106,851.2181955989837,2.8114328333333334,21644.0516847148,56363.16050913283,0,0,0,0,0,0,70524.8925700911,1060512.7261945894,194249.31093734474,0,15647.327544493695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1107,1102.3170166015625,3.56136725,0,0,0,0,0,0,0,0,0,0,0,0,507250.37936803565,31260.683013715097,0,0,0,0,0,0,0,0,0,0,0,0,0,
1108,293.24731191045976,7.561573088888888,17814.486121534334,49952.144260775465,1268.526017595032,504.9718667423679,136241.04320691183,0,1595.758228248469,157836.96927365358,8103.8025873883225,0,16624.476695904315,3176.9549242267112,0,5778.343278622562,6622.32891087656,36146.695130982924,451502.3380822417,13769.030778602151,1522.9261831951117,0,0,0,0,1958.6522258735615,9149.066776189538,0,0,
1109,548.3640306260851,3.0851618444444435,148166.7443610196,81375.1618719024,77398.04641562888,60430.300410489996,45133.93259053737,62150.95579963737,54721.388140620176,51737.23155604554,37636.07951731617,29688.57167660125,57779.323559378725,66299.34818598678,62000.930795200125,70156.10811463067,47436.989847829944,36285.665110143076,118990.33873151557,113225.78965876263,55961.68183948808,61266.39368814574,58465.453748802094,77008.1861299534,53793.78064057478,55690.237184628946,753195.3345399236,169325.44806822983,105782.6961457002,
1110,389.1784232460864,2.4446624791666665,345785.0225526934,868365.6719450607,1656952.1988027995,349220.37538751395,87990.64617630161,1723790.7621897222,140339.61012504227,2350181.4602960567,1168746.420482203,51628.94804393365,7934.371050420349,2577769.2978463606,1.0575639893950945E7,989709.1963591657,769724.2352358972,200783.74711900594,44514.284351213435,80830.72678812001,1706898.664320914,67353.27941276721,78084.68635522411,1099416.5581549879,105317.60264633552,120435.98984832986,0,0,0,
1111,323.14657775939946,4.09184714,80644.19793130206,205950.6549964329,147829.1658306256,3466.4601572281435,14756.4296926494,10662.995094484952,6024.725363214824,41590.36858761611,60856.365815441226,8831.9474841219,26365.813503827027,1085356.797514361,71570.56589248047,118625.06959881725,151242.71947869787,309140.110437348,181151.97664734247,54513.01516378905,198269.2484661452,0,0,19476.454473202837,3357.399410355467,13158.826122811497,7243.492637922433,2282.477028816017,3631.178468201284,
1112,167.07029665433444,1.847252030769231,117209.01484868598,242052.9719329229,222241.74532219348,48812.02373534116,216143.08924591058,309395.98964358994,120976.49678184939,89821.79449732343,124859.11747813786,27898.90603158988,19505.874298784165,486628.3838939817,148800.5306689937,146503.37140549338,912362.2626793827,426744.2713315546,50593.47536248678,39660.13194927529,755389.8518346415,15831.955157901111,18360.53832468671,230576.7049851247,112285.17053845893,87619.70661978806,10194.092409361056,0,2935.4144996051964,
1113,206.13879418411614,1.02462378125,106839.9490589177,168494.02599132416,2948.060407204848,3295.9951626350194,0,0,1109.9958189990161,20302.28276101467,1641.4544621748194,0,0,5288.770365695807,0,6770.440780330106,60024.13699523123,1014539.2723200478,6686.845070718021,0,1126.89404717874,494.8140617395161,0,0,7599.556880553229,3749.759714843991,0,0,0,
1114,185.0807659007885,2.1999433925925924,99133.56777780906,249708.42898608057,21545.33113078607,41393.22518774126,41019.85771482428,20907.79390842199,41332.77079680895,54703.721381412564,29302.944773585565,8215.407970031254,28882.100490826248,31947.043965110897,18673.19085183042,26102.230230658686,49015.58019363546,1274409.1646878186,47084.53794517538,26729.6772624625,41710.587574043675,26772.200444288126,23244.006255765322,35611.57897098789,28296.33504713301,20316.12890182023,19471.2196795745,14899.622767563653,20120.96102360667,
1115,607.2358713790944,2.9959710533333332,98278.57306067254,236562.20489698293,120255.56765261879,0,0,154703.2317362846,723729.9641786466,202681.43677226073,3651101.3961604107,101007.88624007002,39681.418365908234,2061170.2464269463,0,129242.34498841771,58113.9663025246,79028.22029115078,3374.4463923032317,0,70127.67267238321,0,0,0,0,0,0,0,0,
1116,413.2164283827971,2.8709106600000007,81662.11422923666,181008.78619746826,500699.8592894232,58392.17110311179,29860.10448033388,313293.6825537683,88409.69789546974,14528.088722026627,265948.3324357455,0,0,417122.44433393184,15453.19844346117,13132.070843053769,138491.08241520345,138660.89504882507,17314.19061728312,10318.317493497536,2704596.7835157523,0,3145.9833685700373,52033.30231625702,536.0468168327343,0,0,0,0,
1117,243.1015232642528,4.161834942857142,272251.46254368086,509095.5694247933,0,0,3519.5761584423367,0,4328178.9411234325,7181144.6559444,30063.552963745013,4298.7878460734555,61678.13450241752,1560.5827388005725,0,0,0,18317.71169931131,612.7756504145547,2132.824956486339,0,5344.018499790857,0,2025.1242276804353,0,0,0,0,0,
1118,195.13774560998988,3.992646133333333,161087.2615246379,445905.73262714624,36493.91938674915,27784.799321583945,29791.934946947735,36181.83640154582,23332.001925117387,52651.70418264376,75600.86863515805,17525.543481664277,15683.282094774131,112047.88255773675,33332.61661991984,40288.08498014505,79582.17782974827,1876775.5173098817,70137.5546134263,38397.15669810326,83859.36885650347,17456.08137228624,14955.138104122585,69929.08643535961,19234.56259415112,26407.69233674622,109257.40757281358,31538.59586736656,22368.931765280828,
